cust_no,  cust_name,  street,  number,  town,  post_code,  cr_limit,  curr_balance
983,  'Βορλόκας-Κιουπλιώτης',  'Αγίου Μηνά',  234,  'Αλεξανδρούπολη',  87019,  7677.12,  6562.37
984,  'Βαρουτίδου Παπαστεργίου και Παπαστεργίου',  'Πέττα',  279,  'Λάρισα',  32999,  21877.5,  5351.59
985,  'Τερζίδης Λαγοπάτης και Κωνσταντινίδης',  'Πευκοχωρίου',  140,  'Πολύγυρος',  52710,  3455.54,  1439.02
986,  'Τσαμτσούρη-Ιωσηφίδου Ο.Ε.',  'Αγίου Ηλία',  297,  'Ερμούπολη',  11800,  14498.28,  11329.99
987,  'Παντίσκα-Τσέλιος Α.Ε.',  'Κουρλού',  113,  'Ιωάννινα',  49677,  18951.87,  15526.54
988,  'Καραλής-Τζάγκα Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Βενεράτου',  206,  'Μυτιλήνη',  30504,  20308.1,  10094.87
989,  'Χουρζαμάνη-Σκόρδος και υιοί',  'Ζηλευτής',  69,  'Κόρινθος',  19503,  19131.72,  11214.41
990,  'Χριστακόπουλος-Σιδηρόπουλος',  'Πλατεία Βοσκοχωρίου',  270,  'Καβάλα',  35032,  14700.67,  5185.07
991,  'Δερμιτζάκης Ζουκής και Χαχούδης',  'Πάροδος Λουτροπόλεως Θερμής',  47,  'Κόρινθος',  81484,  19585.55,  7848.41
992,  'Παπατρέχας Καλογιάννη και Παπουλής',  'Μεγάλης Γότιστας',  135,  'Έδεσσα',  32582,  21890.59,  18627.49
993,  'Συβιλιά Σιμητοπούλου και Σπαθόπουλος',  'Κυθήρων',  258,  'Λιβαδιά',  99338,  17412.5,  4150.89
994,  'Ρήνος Τσαπραλής και Δημητρόπουλος',  'Πλατεία Νεοχωρίου',  150,  'Κομοτηνή',  59178,  13752.94,  10988.85
995,  'Μπελέκου-Κανελή και υιοί',  'Παύλου',  38,  'Χαλκίδα',  12491,  19856.01,  7024.91
996,  'Κουτσουνάκη-Μακρυκώστας',  'Κάπης',  183,  'Πρέβεζα',  98703,  7657.59,  308.88
997,  'Ξένου Γεννηματάς και Μπερεδήμας',  'Μαυρονόρους',  192,  'Σέρρες',  65560,  6880.84,  3100.9
998,  'Ιωσηφίδου-Κουλουμπού Α.Β.Ε.Ε.',  'Πλατεία Τουρλάδας',  212,  'Ζάκυνθος',  59010,  21305.84,  22671.3
999,  'Καλαπόδης και υιοί',  'Πάροδος Οινούσσας',  188,  'Αθήνα',  10665,  8340.66,  2052.09
1000,  'Στεργιαλής-Κοντός',  'Ορθονιών',  18,  ''Βόλος'',  85183,  21009.55,  19317.12
